NAME,TYPE,SUBSCRIPTION,RESOURCE GROUP,LOCATION,STATUS,OPERATING SYSTEM,SIZE,OS LICENSING BENEFIT,PRIVATE IP ADDRESS,DISKS,VM GENERATION,IMAGE PLAN,TAGS,RESOURCE LINK
"azeu1ppsmcs01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSM","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.29","2","V2"," -","{""application"":""PSM"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""Satyam Ravula <Satyam.Ravula@halliburton.com>"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2 "",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R2W4"",""RI_Purchased_SKU"":""Standard_D4ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSM/providers/Microsoft.Compute/virtualMachines/azeu1ppsmcs01"
"azeu1ppsmcs02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSM","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.32","2","V2"," -","{""application"":""PSM"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""Satyam Ravula <Satyam.Ravula@halliburton.com>"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2 "",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R2W4"",""RI_Purchased_SKU"":""Standard_D4ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSM/providers/Microsoft.Compute/virtualMachines/azeu1ppsmcs02"
"azeu1ppsmdb01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSM","East US","Running","Linux","Standard_M64","Azure Hybrid Benefit for Redhat","10.115.37.29","2","V2"," -","{""application"":""PSM"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""Satyam Ravula <Satyam.Ravula@halliburton.com>"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R2W4"",""RI_Purchased_SKU"":""Standard_M32ls"",""SOC2"":"""",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSM/providers/Microsoft.Compute/virtualMachines/azeu1ppsmdb01"
"azeu1ppsmdb02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSM","East US","Running","Linux","Standard_M64","Azure Hybrid Benefit for Redhat","10.115.37.31","2","V2"," -","{""application"":""PSM"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""Satyam Ravula <Satyam.Ravula@halliburton.com>"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R2W4"",""RI_Purchased_SKU"":""Standard_M32ls"",""SOC2"":"""",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSM/providers/Microsoft.Compute/virtualMachines/azeu1ppsmdb02"
"azeu1ppspap01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSP","East US","Running","Linux","Standard_D8ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.147","3","V2"," -","{""application"":""PSP"",""environment_type"":""PROD"",""technical_contact"":""Update Required"",""cost_center"":""9392366018"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Brandon.Golden@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_D8ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSP/providers/Microsoft.Compute/virtualMachines/azeu1ppspap01"
"azeu1ppspap02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSP","East US","Running","Linux","Standard_D8ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.149","2","V2"," -","{""application"":""PSP"",""technical_contact"":""Update Required"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""9392366018"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Brandon.Golden@Halliburton.com"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA "",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_D8ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSP/providers/Microsoft.Compute/virtualMachines/azeu1ppspap02"
"azeu1ppspcs01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSP","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.143","2","V2"," -","{""application"":""PSP"",""environment_type"":""PROD"",""technical_contact"":""Update Required"",""cost_center"":""9392366018"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Brandon.Golden@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_D4ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSP/providers/Microsoft.Compute/virtualMachines/azeu1ppspcs01"
"azeu1ppspcs02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSP","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.145","2","V2"," -","{""application"":""PSP"",""technical_contact"":""Update Required"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""9392366018"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Brandon.Golden@Halliburton.com"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_D4ds_v4"",""kernel_version"":""4.18.0-193.65.2.el8_2.x86_64"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSP/providers/Microsoft.Compute/virtualMachines/azeu1ppspcs02"
"azeu1ppspdb01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSP","East US","Running","Linux","Standard_M32ts","Azure Hybrid Benefit for Redhat","10.115.37.78","2","V2"," -","{""application"":""PSP"",""technical_contact"":""Update Required"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""9392366018"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Brandon.Golden@Halliburton.com"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_M32ts"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSP/providers/Microsoft.Compute/virtualMachines/azeu1ppspdb01"
"azeu1ppspdb02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSP","East US","Running","Linux","Standard_M32ts","Azure Hybrid Benefit for Redhat","10.115.37.80","2","V2"," -","{""application"":""PSP"",""environment_type"":""PROD"",""technical_contact"":""Update Required"",""cost_center"":""9392366018"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Brandon.Golden@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_M32ts"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSP/providers/Microsoft.Compute/virtualMachines/azeu1ppspdb02"
"azeu1ppsrap01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSR","East US","Running","Linux","Standard_D8ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.117","3","V2"," -","{""application"":""PSR"",""technical_contact"":""Update Required"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""9392366018"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_D8ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSR/providers/Microsoft.Compute/virtualMachines/azeu1ppsrap01"
"azeu1ppsrap02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSR","East US","Running","Linux","Standard_D8ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.119","2","V2"," -","{""application"":""PSR"",""environment_type"":""PROD"",""technical_contact"":""Update Required"",""cost_center"":""9392366018"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_D8ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSR/providers/Microsoft.Compute/virtualMachines/azeu1ppsrap02"
"azeu1ppsrcs01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSR","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.121","2","V2"," -","{""application"":""PSR"",""technical_contact"":""Update Required"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""9392366018"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_D4ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSR/providers/Microsoft.Compute/virtualMachines/azeu1ppsrcs01"
"azeu1ppsrcs02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSR","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.123","2","V2"," -","{""application"":""PSR"",""technical_contact"":""Update Required"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""9392366018"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R3W5""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSR/providers/Microsoft.Compute/virtualMachines/azeu1ppsrcs02"
"azeu1ppsrdb01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSR","East US","Running","Linux","Standard_M64ls","Azure Hybrid Benefit for Redhat","10.115.37.68","2","V2"," -","{""application"":""PSR"",""technical_contact"":""Update Required"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""9392366018"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""Business_Owner"":""Roy.Abuel@Halliburton.com"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_M32ts"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSR/providers/Microsoft.Compute/virtualMachines/azeu1ppsrdb01"
"azeu1ppsrdb02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PSR","East US","Running","Linux","Standard_M64ls","Azure Hybrid Benefit for Redhat","10.115.37.70","2","V2"," -","{""application"":""PSR"",""technical_contact"":""Update Required"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""9392366018"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_M32ts"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PSR/providers/Microsoft.Compute/virtualMachines/azeu1ppsrdb02"
"azeu1ptphap01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-TYPEHAUS","East US","Running","Linux","Standard_D4s_v3","Azure Hybrid Benefit for Redhat","10.115.36.52","2","V2","rhel-lvm82-gen2","{""application"":""Typehaus"",""technical_contact"":""DL_ERP_Unix@halliburton.com"",""environment_type"":""PROD"",""request_number"":""SCTASK0457208"",""cost_center"":""1002560523"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Mat.West@Halliburton.com"",""Delivery_Manager"":""michael.haigh@halliburton.com"",""psl"":""IT"",""operating_system_version"":""RHEL8.6"",""environment_type "":""PROD"",""application role"":""AP""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-TYPEHAUS/providers/Microsoft.Compute/virtualMachines/azeu1ptphap01"
"azeu1pvp4ap01","Virtual machine","C-SAP-PROD-01","c-sap-prod-gi-eu-rg","East US","Running","Linux","Standard_L8as_v3","Azure Hybrid Benefit for Redhat","10.115.38.196","2","V2"," -","{""application"":""Golden Image"",""environment_type"":""PROD"",""technical_contact"":""satyam.ravula@halliburton.com , Alex decker"",""cost_center"":""ITGNGITSVRTX"",""request_number"":""MIGRATION"",""psl"":""Vertex""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/c-sap-prod-gi-eu-rg/providers/Microsoft.Compute/virtualMachines/azeu1pvp4ap01"
"azeu1pvp4ap03","Virtual machine","C-SAP-PROD-01","c-sap-prod-gi-eu-rg","East US","Running","Linux","Standard_L8as_v3","Azure Hybrid Benefit for Redhat","10.115.38.198","2","V2"," -","{""application"":""Golden Image"",""technical_contact"":""satyam.ravula@halliburton.com"",""environment_type"":""non-prod"",""request_number"":""MIGRATION"",""cost_center"":""1002361406"",""psl"":""vertex cc""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/c-sap-prod-gi-eu-rg/providers/Microsoft.Compute/virtualMachines/azeu1pvp4ap03"
"azeu1pvpoap01","Virtual machine","C-SAP-PROD-01","rg-eu1-prd-no-vtx-vpo","East US","Running","Linux","Standard_D8ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.35","2","V2"," -","{""application"":""Update Required"",""environment_type"":""PROD"",""technical_contact"":""Update Required"",""cost_center"":""1002361406"",""request_number"":""Update Required"",""Delivery_Manager"":""michael.haigh@halliburton.com"",""psl"":""ERP""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/rg-eu1-prd-no-vtx-vpo/providers/Microsoft.Compute/virtualMachines/azeu1pvpoap01"
"azeu1pvpoap02","Virtual machine","C-SAP-PROD-01","rg-eu1-prd-no-vtx-vpo","East US","Running","Linux","Standard_D8ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.23","2","V2"," -","{""application"":""Update Required"",""environment_type"":""PROD"",""technical_contact"":""Update Required"",""cost_center"":""1002361406"",""request_number"":""Update Required"",""Delivery_Manager"":""michael.haigh@halliburton.com"",""psl"":""ERP""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/rg-eu1-prd-no-vtx-vpo/providers/Microsoft.Compute/virtualMachines/azeu1pvpoap02"
"azeu1pwapwd01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-WAP","East US","Running","Linux","Standard_D2ds_v4","Azure Hybrid Benefit for Redhat","10.115.38.205","2","V2"," -","{""application"":""WAP"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""Satyam Ravula <Satyam.Ravula@halliburton.com>"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""Non-HA"",""release"":""R3W5"",""RI_Purchased_SKU"":""Standard_D2ds_v4"",""SOC2"":"""",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-WAP/providers/Microsoft.Compute/virtualMachines/azeu1pwapwd01"
"azeu1pwapwd02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-WAP","East US","Running","Linux","Standard_D2ds_v4","Azure Hybrid Benefit for Redhat","10.115.38.207","2","V2"," -","{""application"":""WAP"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""Satyam Ravula <Satyam.Ravula@halliburton.com>"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""Non-HA"",""release"":""R3W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-WAP/providers/Microsoft.Compute/virtualMachines/azeu1pwapwd02"
"azeu1qdpqap01","Virtual machine","C-SAP-NONPROD-01","C-SAP-NONPROD-GI-EU-RG","East US","Running","Linux","Standard_D4as_v5","Azure Hybrid Benefit for Redhat","10.115.35.132","2","V2"," -","{""application"":""S4 SAP DP Agent"",""technical_contact"":""satyam.ravula@halliburton.com"",""environment_type"":""NON PROD"",""request_number"":""RITM0439292"",""cost_center"":""9092370050"",""psl"":""SAP""}","https://portal.azure.com#resource/subscriptions/a80612a2-33d6-47ff-817a-283e8bc8edd2/resourceGroups/C-SAP-NONPROD-GI-EU-RG/providers/Microsoft.Compute/virtualMachines/azeu1qdpqap01"
"azeu1qsgrap03","Virtual machine","C-SAP-NONPROD-01","rg-eu1-qa-sgr","East US","Running","Linux","Standard_D8ds_v4","Not enabled","10.115.32.202","2","V2","81-gen2","{""application"":""SGR"",""environment_type"":""NONPROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""Delivery_Manager"":""michael.haigh@halliburton.com"",""business_owner"":""Mat.West@Halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""high_availability"":""NON-HA"",""application_role"":""APP"",""release"":""R3W3"",""SOC2"":"""",""RI_Purchased_SKU"":""Standard_D8ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a80612a2-33d6-47ff-817a-283e8bc8edd2/resourceGroups/rg-eu1-qa-sgr/providers/Microsoft.Compute/virtualMachines/azeu1qsgrap03"
"azeu1qsgrap04","Virtual machine","C-SAP-NONPROD-01","rg-eu1-qa-sgr","East US","Stopped (deallocated)","Linux","Standard_D8ds_v4","Not enabled","10.115.32.203","2","V2","81-gen2","{""application"":""SGR"",""environment_type"":""NONPROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""Delivery_Manager"":""michael.haigh@halliburton.com"",""business_owner"":""Mat.West@Halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""high_availability"":""NON-HA"",""application_role"":""APP"",""release"":""R3W3"",""SOC2"":"""",""RI_Purchased_SKU"":""Standard_D8ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a80612a2-33d6-47ff-817a-283e8bc8edd2/resourceGroups/rg-eu1-qa-sgr/providers/Microsoft.Compute/virtualMachines/azeu1qsgrap04"
"azeu1qsgrdb01","Virtual machine","C-SAP-NONPROD-01","rg-eu1-qa-sgr","East US","Running","Linux","Standard_M32ts","Azure Hybrid Benefit for Redhat","10.115.34.96","8","V2"," -","{""application"":""SGR"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""NONPROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""Delivery_Manager"":""michael.haigh@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""high_availability"":""NON-HA"",""application_role"":""DB"",""release"":""R3W3"",""RI_Purchased_SKU"":""Standard_M32ts"",""SOC2"":"""",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a80612a2-33d6-47ff-817a-283e8bc8edd2/resourceGroups/rg-eu1-qa-sgr/providers/Microsoft.Compute/virtualMachines/azeu1qsgrdb01"
"azeu1qsgtap01","Virtual machine","C-SAP-NONPROD-01","rg-eu1-qa-sgt","East US","Running","Linux","Standard_D8ds_v4","Not enabled","10.115.32.236","2","V2","81-gen2","{""application"":""SGT"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""NONPROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Dixon.Sabin@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""high_availability"":""NON-HA"",""application_role"":""APP"",""release"":""R4W3"",""SkipAutoBackup"":""SkipAutoBackup""}","https://portal.azure.com#resource/subscriptions/a80612a2-33d6-47ff-817a-283e8bc8edd2/resourceGroups/rg-eu1-qa-sgt/providers/Microsoft.Compute/virtualMachines/azeu1qsgtap01"
"azeu1qsgtdb01","Virtual machine","C-SAP-NONPROD-01","rg-eu1-qa-sgt","East US","Running","Linux","Standard_M16ms","Azure Hybrid Benefit for Redhat","10.115.34.140","9","V2"," -","{""application"":""SGT"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""NONPROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""Delivery_Manager"":""scott.traverse@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Dixon.Sabin@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""high_availability"":""NON-HA"",""application_role"":""DB"",""release"":""R4W3"",""SkipAutoBackup"":""SkipAutoBackup""}","https://portal.azure.com#resource/subscriptions/a80612a2-33d6-47ff-817a-283e8bc8edd2/resourceGroups/rg-eu1-qa-sgt/providers/Microsoft.Compute/virtualMachines/azeu1qsgtdb01"
